Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	dir_alpha	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_prior[1]	pi_prior[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
7960	-328.428	-352.515	24.0879	2.35298	7.89971	0.0363316	0.0594351	0.10658	0.088598	0.0483197	0.0242313	0.0196872	0.0203656	0.00377698	0.0886761	0.0218121	0.0138881	0.0328697	0.00106806	0.0595965	0.0458341	0.109021	0.41186	0.181628	0.036429	0.0432717	0.178557	0.218683	0.183636	0.0115866	0.154428	0.0389215	0.0689139	0.0389444	0.24958	0.159261	0.0882216	0.00890295	0.0896668	0.318127	0.0022509	0.412518	0.267105	0.0896668	0.0896668	0.33206	0.687969	1.07675	1.90322	2.85292
7970	-326.87	-352.785	25.9149	0.964866	13.0131	0.0536783	0.038555	0.0474988	0.0668455	0.0368914	0.00580259	0.0104674	0.00872053	0.00437528	0.18045	0.0287309	0.019532	0.0671737	0.00103764	0.0491857	0.0823636	0.114444	0.562226	0.29348	0.0533492	0.0793196	0.117309	0.2739	0.0675997	0.0103489	0.207913	0.029945	0.0314616	0.0534685	0.172482	0.11757	0.0347693	0.00496985	0.12499	0.506089	0.000926045	0.283819	0.209166	0.12499	0.12499	0.129891	0.465931	0.993925	2.41025	2.92586
7980	-320.15	-350.153	30.0029	1.0197	14.1708	0.0403702	0.05871	0.106813	0.0499886	0.0473286	0.0185761	0.0172781	0.00793679	0.0194335	0.124736	0.0945985	0.0184463	0.0282289	0.00226024	0.0697766	0.0376539	0.0932825	0.256281	0.570937	0.0643558	0.0644822	0.157482	0.142269	0.0732928	0.0273931	0.0611217	0.0162128	0.0286125	0.0225573	0.126985	0.0352305	0.0274689	0.00746137	0.0717445	0.661852	0.000156469	0.13087	0.207121	0.0717445	0.0717445	0.140869	0.482595	1.00319	2.37335	2.51756
7990	-328.1	-358.685	30.5848	0.791961	18.0496	0.136234	0.0506609	0.0661741	0.038328	0.0374073	0.0127982	0.0156057	0.00909527	0.0452871	0.156475	0.0893043	0.0232902	0.0348351	0.00332887	0.115698	0.0243806	0.0638235	0.31657	0.234565	0.0259348	0.0736261	0.214296	0.132698	0.0598149	0.0282167	0.0776286	0.0102263	0.0255007	0.0558727	0.0802557	0.0141359	0.0178961	0.0287907	0.0649888	0.647254	0.000184163	0.255391	0.097171	0.0649888	0.0649888	0.093847	0.403877	0.954702	2.54757	2.31876
8000	-330.486	-362.077	31.5908	0.755361	9.66636	0.121221	0.120376	0.0708714	0.0404798	0.0594067	0.00984241	0.00454398	0.0181408	0.0272404	0.0571296	0.0244546	0.032623	0.0551062	0.00523348	0.0241841	0.068614	0.0461621	0.260646	0.282753	0.0238433	0.0345954	0.194046	0.266487	0.0881082	0.0273436	0.113678	0.0166896	0.0319318	0.0308968	0.128018	0.0367703	0.109334	0.013245	0.0714491	0.784979	9.85397e-05	0.163414	0.0515083	0.0714491	0.0714491	0.0860315	0.388521	0.943775	2.58167	2.44402
8010	-324.389	-353.346	28.957	1.1868	10.0623	0.0507296	0.143621	0.0589915	0.0490082	0.0964512	0.0309963	0.00163583	0.0164147	0.0559472	0.0954977	0.0106599	0.0110111	0.0522648	0.0141838	0.0194186	0.10991	0.0363513	0.420274	0.163626	0.0538511	0.0397941	0.233431	0.169854	0.159818	0.0276871	0.0672254	0.0144751	0.0453892	0.0146516	0.135892	0.05761	0.134314	0.0370443	0.124523	0.485474	0.000195377	0.197112	0.317219	0.124523	0.124523	0.172653	0.526503	1.02517	2.27567	2.62803
8020	-328.86	-355.05	26.1894	1.49327	10.0931	0.0201112	0.213848	0.0507738	0.048787	0.0498236	0.00801166	0.00366711	0.0144382	0.0542552	0.109292	0.0128868	0.00580632	0.0703903	0.0133604	0.0124034	0.0803071	0.0162058	0.436282	0.340103	0.0232965	0.0764385	0.218779	0.140429	0.107677	0.0503573	0.0742787	0.0226806	0.0624059	0.0118342	0.0894075	0.104726	0.18651	0.0787238	0.201569	0.253297	9.23596e-05	0.293226	0.453384	0.201569	0.201569	0.224281	0.587432	1.05002	2.13826	2.8083
8030	-326.769	-358.468	31.699	0.68248	12.6442	0.0103448	0.049643	0.105218	0.044781	0.118091	0.00758567	0.00207121	0.0140746	0.0232272	0.0208382	0.00912469	0.00543106	0.0967358	0.00784029	0.0122888	0.0482212	0.00604114	0.318174	0.241273	0.0277817	0.129972	0.130651	0.150009	0.108647	0.107508	0.0432357	0.0286075	0.0252168	0.00328445	0.0486121	0.0515873	0.191976	0.109067	0.242684	0.0160283	4.15278e-05	0.103029	0.880901	0.242684	0.242684	0.0704507	0.355145	0.918199	2.6562	2.29716
8040	-322.606	-351.26	28.6542	1.07867	11.2048	0.0114157	0.0401378	0.081069	0.0628092	0.11298	0.00858873	0.00281342	0.00648166	0.0250832	0.033342	0.00873583	0.00820967	0.0605422	0.0115518	0.0120887	0.0596045	0.00787885	0.138857	0.349778	0.0106237	0.0365153	0.308693	0.187403	0.157136	0.0944063	0.144955	0.0744292	0.0292573	0.00666836	0.0276369	0.0361453	0.377461	0.0517958	0.125061	0.0231621	8.5932e-05	0.208607	0.768145	0.125061	0.125061	0.152378	0.499185	1.0119	2.33653	2.58509
8050	-324.955	-354.066	29.1108	0.43053	15.4632	0.0281836	0.0517633	0.0429076	0.0609652	0.111535	0.0341796	0.00408733	0.00163174	0.0513254	0.0847257	0.0115047	0.00712673	0.0589856	0.0209116	0.011012	0.0709033	0.00738743	0.201533	0.215606	0.0308441	0.0270519	0.172785	0.139522	0.0728889	0.105341	0.440835	0.063137	0.0215534	0.00871061	0.0151453	0.0226267	0.295073	0.10071	0.122858	0.0767805	0.00026335	0.16089	0.762066	0.122858	0.122858	0.0213539	0.204171	0.762311	3.01216	2.5925
8060	-331.214	-359.783	28.5696	0.82057	12.6529	0.0125206	0.0576781	0.0789691	0.0980898	0.074566	0.0234067	0.00570664	0.00111539	0.0349941	0.103787	0.0199903	0.00776542	0.0244672	0.00971897	0.0491415	0.0511548	0.00930037	0.260353	0.287032	0.0651591	0.0224105	0.183311	0.124054	0.0470914	0.150418	0.240742	0.0710542	0.00941518	0.0174202	0.0243085	0.0445275	0.177384	0.113585	0.236879	0.116066	0.00025337	0.0972259	0.786454	0.236879	0.236879	0.0999276	0.415285	0.962495	2.52229	2.50064
8070	-325.331	-353.69	28.3594	0.724942	13.1704	0.0396825	0.0406933	0.051968	0.253547	0.0914515	0.0122711	0.00815323	0.00234355	0.0306956	0.119564	0.0212561	0.0166364	0.023165	0.0177312	0.0490154	0.010267	0.0168749	0.303877	0.256502	0.112959	0.0192756	0.14168	0.0947392	0.0549468	0.0369067	0.177927	0.0770346	0.0427297	0.00902609	0.0883148	0.0817291	0.343007	0.0366918	0.105822	0.0206053	2.84613e-05	0.0175554	0.961811	0.105822	0.105822	0.0795219	0.375065	0.933772	2.61164	2.68266
8080	-326.328	-361.547	35.219	0.903252	14.5752	0.0721404	0.0443812	0.0629965	0.111606	0.0494254	0.0255158	0.00435187	0.00209798	0.0525715	0.0894889	0.0357332	0.0370467	0.0225077	0.0617701	0.0334653	0.023498	0.0178662	0.15751	0.308213	0.0684399	0.0148377	0.0354402	0.0194392	0.0531329	0.0258169	0.107976	0.0263046	0.0471522	0.0116795	0.0668835	0.0632093	0.127081	0.216441	0.0963168	0.142521	0.000152654	0.186822	0.670504	0.0963168	0.0963168	0.117269	0.445607	0.981917	2.45521	2.09602
8090	-327.742	-356.995	29.2526	0.485874	14.5934	0.0486492	0.0357146	0.0308418	0.0431821	0.0307241	0.0251383	0.0040132	0.00381706	0.0958941	0.128379	0.0106646	0.0124246	0.0173542	0.0238559	0.0523278	0.0422124	0.0281238	0.237241	0.425852	0.0251441	0.074093	0.0379869	0.0148347	0.132119	0.0169248	0.169916	0.0428241	0.00900302	0.0120447	0.112005	0.0253524	0.164207	0.135747	0.268863	0.0672343	8.02942e-05	0.281322	0.651364	0.268863	0.268863	0.0308004	0.242594	0.809712	2.91689	2.26861
8100	-328.121	-360.159	32.038	0.563284	12.8744	0.0604252	0.0177566	0.0355583	0.0226147	0.0370195	0.0296383	0.00299312	0.0457821	0.0871673	0.183528	0.0456748	0.0163178	0.00629522	0.0136215	0.0704042	0.0583641	0.0363938	0.147295	0.279379	0.0244287	0.0675916	0.0593736	0.0196478	0.0753446	0.0151466	0.140487	0.0279036	0.0028728	0.022263	0.0750453	0.0883521	0.16312	0.0693884	0.24232	0.132755	3.81517e-05	0.579485	0.287722	0.24232	0.24232	0.0456349	0.291236	0.861365	2.80176	2.04719
8110	-344.751	-370.288	25.5374	1.07626	12.1319	0.0430222	0.0271328	0.0228145	0.118346	0.043216	0.00827036	0.0400772	0.031547	0.0949955	0.203677	0.0407438	0.032816	0.00127382	0.0461554	0.059608	0.0447269	0.0687274	0.184328	0.166573	0.0688686	0.035378	0.0917065	0.0112663	0.0929097	0.013748	0.219568	0.0249057	0.00266549	0.0234439	0.0498935	0.0388706	0.0631297	0.277458	0.342208	0.294844	5.88543e-05	0.411837	0.29326	0.342208	0.342208	0.151914	0.498532	1.01157	2.33798	2.29186
8120	-338.957	-361.462	22.5047	0.934905	12.4758	0.0267034	0.0296671	0.0317254	0.0989724	0.0582224	0.00924203	0.0341181	0.0107534	0.130176	0.113306	0.0701302	0.0271998	0.000852284	0.0468875	0.0376544	0.0521252	0.117214	0.509952	0.235922	0.107372	0.123679	0.12355	0.0255209	0.0258468	0.0222998	0.249139	0.0308365	0.00326653	0.0183287	0.0313597	0.0182086	0.0846525	0.190754	0.188874	0.156404	3.48882e-05	0.142662	0.700899	0.188874	0.188874	0.123789	0.456272	0.988317	2.43162	2.69564
8130	-327.409	-358.297	30.8881	0.765259	15.9083	0.0374549	0.0381547	0.0256139	0.0958212	0.0770118	0.0237472	0.0261709	0.00514608	0.0674322	0.147327	0.016301	0.0350117	0.00855326	0.0125116	0.0328807	0.0229046	0.111396	0.131282	0.212741	0.0477274	0.0346384	0.0713326	0.0121614	0.0592266	0.0374455	0.241162	0.00775726	0.00389927	0.0528469	0.0522588	0.0483578	0.0761595	0.132933	0.0923654	0.151954	1.46356e-05	0.545918	0.302114	0.0923654	0.0923654	0.0881478	0.392762	0.946843	2.57225	2.00537
8140	-329.435	-359.131	29.6966	0.926922	15.6008	0.0345075	0.0203557	0.0186662	0.0794229	0.0530365	0.0202466	0.0230469	0.0147581	0.0265461	0.142798	0.0190218	0.0363698	0.0104329	0.00355163	0.0350005	0.0215556	0.129324	0.126626	0.44246	0.0794682	0.0315658	0.288586	0.0102843	0.0317991	0.0390008	0.112324	0.00994818	0.00543537	0.0656737	0.0189343	0.0404098	0.0571066	0.143382	0.147945	0.0856771	9.23339e-06	0.68392	0.230394	0.147945	0.147945	0.122152	0.453628	0.986751	2.43747	2.19164
8150	-330.63	-356.984	26.354	0.915299	18.645	0.0388105	0.0945499	0.0490351	0.125102	0.0413479	0.0204842	0.0288712	0.0117763	0.0575479	0.146209	0.00904055	0.0180453	0.0125526	0.00387005	0.0577225	0.0329743	0.0975197	0.307759	0.226778	0.0420332	0.0281788	0.14739	0.00283348	0.0145153	0.0452113	0.0741866	0.00320915	0.0361518	0.0795326	0.0425227	0.0602772	0.0194315	0.274995	0.163285	0.0559973	2.40479e-06	0.802397	0.141603	0.163285	0.163285	0.119759	0.449724	0.984414	2.4461	2.25046
8160	-328.796	-357.691	28.8957	0.534463	11.9788	0.053897	0.0580524	0.0411172	0.041032	0.0966276	0.021413	0.0259815	0.0137324	0.01966	0.146068	0.0101967	0.017728	0.0100915	0.00482741	0.051653	0.0280367	0.0985003	0.1153	0.232475	0.0255364	0.014487	0.305532	0.001799	0.0460624	0.0138147	0.207405	0.00743897	0.0371452	0.0226868	0.0445505	0.115085	0.100006	0.107976	0.114896	0.0578764	1.00418e-06	0.344947	0.597175	0.114896	0.114896	0.0399395	0.27382	0.84381	2.84243	2.13592
8170	-328.232	-366	37.7678	0.357529	15.3243	0.0271234	0.0231933	0.0472948	0.0577505	0.0423453	0.0157781	0.0799244	0.00578624	0.019717	0.0447059	0.0145885	0.0505698	0.0135224	0.00107432	0.0251938	0.0679272	0.0294986	0.122904	0.0983631	0.105111	0.0336218	0.130202	0.00275502	0.00777825	0.0350142	0.151426	0.0109823	0.0241279	0.0120054	0.0444691	0.191982	0.0839739	0.0286987	0.186711	0.00679403	2.37007e-07	0.937901	0.0553049	0.186711	0.186711	0.011094	0.149398	0.680906	3.1586	1.64941
8180	-334.919	-374.416	39.4969	0.512528	20.0107	0.0313556	0.034318	0.0585217	0.0314936	0.0258601	0.00808974	0.0295171	0.00555503	0.0520427	0.0520759	0.00547973	0.0401016	0.118335	0.00165846	0.0220887	0.0503312	0.0321138	0.116203	0.24632	0.0587228	0.0367444	0.0834005	0.00439913	0.0166821	0.0283862	0.0867585	0.00721797	0.039291	0.0285969	0.0272586	0.0689954	0.10823	0.0924674	0.142124	0.0115697	1.28933e-07	0.887406	0.101024	0.142124	0.142124	0.0357326	0.260016	0.829174	2.87508	1.64861
8190	-326.814	-361.86	35.0454	0.480737	11.892	0.0219587	0.130987	0.0930556	0.0777489	0.0476389	0.0249733	0.0346327	0.00182457	0.0242083	0.156591	0.00521176	0.037755	0.0275132	0.00176474	0.0586795	0.0547038	0.0206338	0.118302	0.229258	0.0383973	0.0351342	0.0628556	0.00679133	0.00645449	0.0156724	0.0352059	0.0152642	0.0194875	0.0280575	0.0380007	0.0830807	0.178239	0.14966	0.19842	7.59475e-05	2.18445e-09	0.997255	0.00266918	0.19842	0.19842	0.0298754	0.239154	0.80573	2.92524	1.87974
8200	-332.338	-356.396	24.058	1.13903	11.3796	0.0500526	0.118976	0.103026	0.120835	0.100913	0.041558	0.0146084	0.000702444	0.015992	0.15807	0.00843864	0.0435482	0.027826	0.00219197	0.0529438	0.103219	0.0218613	0.438047	0.251859	0.0440538	0.0888671	0.0905869	0.0141267	0.0141961	0.0378532	0.0600826	0.0102027	0.0575758	0.0408158	0.0522027	0.0938035	0.307047	0.130975	0.240159	0.0019603	6.71069e-08	0.945367	0.0526729	0.240159	0.240159	0.16383	0.514892	1.01969	2.30158	2.71706
8210	-336.703	-354.836	18.1324	1.8837	10.2505	0.0787985	0.119611	0.072057	0.0547542	0.148383	0.080925	0.0223891	0.00260654	0.0965202	0.169182	0.0152284	0.0305995	0.0465545	0.00285978	0.0203385	0.0944155	0.0113879	0.53316	0.4359	0.0226518	0.0810818	0.156366	0.027681	0.0772014	0.0157553	0.0204289	0.0181323	0.0603307	0.0189984	0.0474455	0.176393	0.188645	0.16026	0.0614736	0.00530011	7.14541e-07	0.823421	0.171279	0.0614736	0.0614736	0.278985	0.642048	1.06679	2.01218	3.10704
8220	-336.807	-357.832	21.0249	0.868724	10.7676	0.0426037	0.0539347	0.0276641	0.0331588	0.204746	0.0631817	0.003027	0.00173008	0.0373855	0.100432	0.08439	0.0521104	0.0190035	0.00817629	0.019886	0.0917684	0.0141975	0.232144	0.493624	0.0213033	0.157243	0.148571	0.0295039	0.0706404	0.00280784	0.0477403	0.0050359	0.13634	0.0135238	0.0675085	0.0553754	0.172463	0.21978	0.0363235	0.00374149	9.65535e-07	0.331953	0.664305	0.0363235	0.0363235	0.110076	0.433398	0.974318	2.48221	2.731
8230	-337.271	-357.572	20.3003	1.09077	14.0671	0.0556331	0.035511	0.0447695	0.0569394	0.248003	0.0212582	0.00487732	0.00161366	0.0352708	0.178773	0.0170093	0.0324667	0.0136327	0.00856792	0.0251365	0.132733	0.0144348	0.166917	0.469546	0.0143259	0.170425	0.0794775	0.126118	0.137552	0.00717326	0.0145563	0.0117702	0.0676438	0.0339571	0.0468851	0.0731121	0.222426	0.16493	0.0352284	0.00586943	4.09637e-07	0.210985	0.783145	0.0352284	0.0352284	0.154701	0.502433	1.01355	2.32931	2.73345
8240	-340.494	-356.351	15.8567	2.06696	10.1053	0.0302614	0.0392631	0.0880277	0.0643194	0.192546	0.00991746	0.00559508	0.000779415	0.0399532	0.264032	0.00733604	0.0264534	0.0306728	0.0138513	0.0195072	0.120911	0.0144728	0.522865	0.354341	0.0261825	0.182164	0.0490443	0.0926149	0.0656968	0.00646373	0.00435598	0.00639985	0.11426	0.0399577	0.052349	0.087623	0.43077	0.11535	0.0265637	0.00607375	4.02638e-07	0.361376	0.632549	0.0265637	0.0265637	0.301139	0.661951	1.07158	1.96533	3.11834
8250	-335.223	-355.797	20.5739	1.79783	9.44792	0.0440556	0.0341154	0.0788847	0.0062823	0.101311	0.0685175	0.00859919	0.00280511	0.0136451	0.34588	0.00590481	0.0457828	0.0132273	0.0073431	0.0150642	0.12389	0.0350029	0.297999	0.520665	0.0189443	0.149098	0.264162	0.0468601	0.0709792	0.00786201	0.0116172	0.0180411	0.0961801	0.063997	0.0914886	0.0843156	0.149626	0.114782	0.175824	0.00716044	2.2525e-06	0.745535	0.247302	0.175824	0.175824	0.267886	0.631635	1.064	2.03648	2.95693
8260	-328.472	-348.619	20.1478	1.82012	8.42574	0.0752564	0.0126419	0.0804945	0.0146859	0.186665	0.0252784	0.00400867	0.00355344	0.0491234	0.206172	0.0227077	0.0357883	0.0059367	0.00428115	0.0320997	0.0445872	0.0877737	0.381058	0.25124	0.0212375	0.21969	0.126752	0.0330652	0.247292	0.0268517	0.0248561	0.0184293	0.17633	0.0413747	0.0879598	0.0864986	0.21782	0.241986	0.130483	0.00179096	3.60933e-07	0.118822	0.879386	0.130483	0.130483	0.270814	0.634413	1.06476	2.03001	3.09349
8270	-342.141	-360.161	18.0201	1.37711	6.64524	0.297265	0.0338027	0.0756606	0.0184164	0.0706028	0.0434088	0.0124663	0.00263504	0.0448217	0.118431	0.0100898	0.0741196	0.0302335	0.00510155	0.00519996	0.160158	0.0766571	0.191661	0.200828	0.0688882	0.0950355	0.039723	0.0265632	0.345115	0.0317373	0.0298447	0.0102934	0.221191	0.0826032	0.0829149	0.0522571	0.152116	0.168048	0.328275	0.00307411	1.4361e-06	0.214356	0.782569	0.328275	0.328275	0.205699	0.566735	1.04231	2.18526	2.87789
8280	-356.259	-364.791	8.53185	1.48388	9.08127	0.240282	0.0155045	0.035863	0.0199438	0.150018	0.00836463	0.0160011	0.0020428	0.103378	0.204142	0.0434442	0.0850117	0.00814553	0.00735283	0.0236156	0.232886	0.160093	0.377806	0.202729	0.0711917	0.306456	0.0466565	0.0250076	0.345609	0.0124103	0.137784	0.0170789	0.340748	0.0521725	0.111137	0.124437	0.433594	0.357279	0.0920556	0.00299924	1.14602e-06	0.421032	0.575967	0.0920556	0.0920556	0.222822	0.585851	1.04946	2.14187	4.31819
8290	-343.595	-352.651	9.05635	1.99571	9.41185	0.128545	0.0522722	0.0269427	0.013021	0.0454931	0.0336871	0.0189553	0.00385938	0.0392416	0.297611	0.0908746	0.0638273	0.0114633	0.00518539	0.020999	0.0635746	0.224357	0.305387	0.401023	0.122634	0.109272	0.0693593	0.025924	0.343864	0.011238	0.0496178	0.0271743	0.50802	0.060964	0.104381	0.0321409	0.177887	0.342164	0.336586	0.00024307	1.04852e-06	0.48831	0.511446	0.336586	0.336586	0.292762	0.654557	1.06988	1.9828	3.83096
8300	-355.368	-357.621	2.25262	1.49032	6.5574	0.0462289	0.161074	0.0255139	0.00906883	0.0180273	0.0437065	0.0194627	0.00335529	0.0529754	0.311878	0.122688	0.0511359	0.0200432	0.00370878	0.0131426	0.165146	0.231677	0.43656	0.592958	0.0205825	0.123177	0.0828212	0.0237735	0.46657	0.026978	0.185199	0.0056095	0.585747	0.152127	0.0822634	0.0364337	0.0372437	0.537752	0.428131	3.45124e-05	1.63213e-07	0.702559	0.297407	0.428131	0.428131	0.223823	0.586937	1.04985	2.13939	4.69463
8310	-340.929	-359.784	18.8553	0.812002	10.7687	0.0428815	0.0870759	0.0390328	0.00777817	0.00429456	0.0500064	0.00927541	0.0133384	0.0378072	0.25555	0.0992377	0.0218292	0.0579499	0.00376451	0.0414197	0.0853512	0.301587	0.210651	0.409348	0.0125448	0.0695971	0.0749932	0.0467499	0.145057	0.0265723	0.0304194	0.00918527	0.123716	0.0664877	0.1263	0.0293187	0.278994	0.277345	0.180946	2.41064e-05	7.4649e-08	0.0651505	0.934825	0.180946	0.180946	0.09811	0.411922	0.960226	2.52974	3.09546
8320	-341.796	-361.544	19.7474	0.627415	8.21684	0.00746736	0.0276567	0.0895378	0.0115453	0.00193038	0.0303952	0.0200459	0.0286979	0.0986957	0.171007	0.111637	0.0460812	0.0554781	0.0432511	0.0241	0.111132	0.0832861	0.25972	0.189552	0.0361549	0.0811861	0.0602011	0.0635062	0.089414	0.0362395	0.0372241	0.0258302	0.222346	0.0454547	0.279751	0.0876951	0.256419	0.162531	0.109423	5.70642e-05	4.85154e-08	0.140891	0.859052	0.109423	0.109423	0.0588072	0.327172	0.894686	2.71933	2.89517
8330	-343.793	-358.923	15.1299	1.05788	8.02829	0.0235314	0.0972716	0.0265605	0.00921751	0.00677048	0.0304618	0.0145102	0.0152693	0.193841	0.187817	0.111546	0.0906962	0.0578753	0.013884	0.0483827	0.0703668	0.0417356	0.314342	0.275967	0.0469478	0.0956498	0.074547	0.0794841	0.222034	0.0386953	0.0332254	0.0402424	0.246211	0.0464734	0.0705674	0.0195424	0.458585	0.176327	0.0998343	0.000282918	2.95108e-07	0.555625	0.444092	0.0998343	0.0998343	0.148356	0.493484	1.00897	2.34919	3.27858
8340	-339.337	-357.985	18.648	0.770244	10.2258	0.0343496	0.0540957	0.0287187	0.0189211	0.0156313	0.040402	0.0271057	0.0112944	0.0586606	0.343121	0.192266	0.179766	0.0383307	0.0176659	0.0522807	0.0505314	0.0653615	0.400405	0.182444	0.0310102	0.0548519	0.0880606	0.0817311	0.341102	0.013529	0.124893	0.0473389	0.267254	0.00977044	0.0428649	0.0661981	0.0478957	0.186456	0.0805412	0.000296626	1.98055e-06	0.873721	0.12598	0.0805412	0.0805412	0.0892131	0.394872	0.948356	2.56756	3.21431
8350	-335.523	-360.812	25.2886	0.712878	12.3621	0.0627957	0.0716411	0.037496	0.019548	0.0279629	0.0217638	0.036486	0.0187704	0.0417402	0.117858	0.122746	0.0795426	0.00728629	0.0309057	0.0548353	0.0901428	0.101702	0.389181	0.173744	0.0665817	0.0335005	0.0652273	0.024141	0.320973	0.00285651	0.0656248	0.0336957	0.0534204	0.00911214	0.0265798	0.0223578	0.0840187	0.212936	0.0914239	0.00229095	2.03704e-06	0.912159	0.085548	0.0914239	0.0914239	0.0769409	0.369544	0.929549	2.62397	2.52717
8360	-335.935	-354.473	18.5373	3.16492	10.0273	0.0154185	0.131378	0.0242183	0.00974275	0.0789544	0.0265583	0.00990477	0.011489	0.0242229	0.18484	0.129617	0.0532666	0.00918118	0.0416309	0.0224724	0.0389425	0.0579333	0.435907	0.109628	0.101943	0.0639899	0.0742337	0.0273969	0.493582	0.0028005	0.116584	0.0369364	0.0530974	0.00754525	0.0169928	0.0118798	0.242532	0.288498	0.15583	0.000986182	2.88313e-07	0.944925	0.0540886	0.15583	0.15583	0.401631	0.740269	1.08322	1.77488	2.95332
8370	-325.849	-352.716	26.8671	1.94317	12.762	0.0306534	0.0825385	0.0273425	0.00709366	0.0544928	0.0223864	0.00445847	0.00770566	0.010093	0.228864	0.0684794	0.0421044	0.00910819	0.0298314	0.00446291	0.0974183	0.0665023	0.220986	0.0271188	0.0364591	0.0486583	0.104265	0.0279293	0.262281	0.0110129	0.111838	0.0399895	0.0506868	0.00803896	0.0380442	0.0478616	0.198307	0.268001	0.168426	0.00113513	1.75109e-06	0.680689	0.318174	0.168426	0.168426	0.286395	0.648831	1.0685	1.99627	2.29501
8380	-326.063	-351.568	25.5058	2.57149	10.3025	0.0383686	0.0382962	0.0472552	0.00952946	0.106537	0.0188466	0.016186	0.00506002	0.00315119	0.168504	0.0440485	0.0451899	0.0174962	0.0124788	0.00533624	0.121576	0.0395083	0.437214	0.0592752	0.0988214	0.0557163	0.0577016	0.0166072	0.287114	0.0254199	0.0770475	0.0104201	0.040797	0.00802948	0.0529315	0.0355784	0.165851	0.151796	0.247462	0.00331889	1.18511e-06	0.502329	0.494351	0.247462	0.247462	0.353131	0.704654	1.0794	1.86282	2.31769
8390	-332.527	-356.315	23.7874	1.58838	14.5028	0.0597613	0.0152005	0.12257	0.057155	0.0666907	0.0425833	0.00632886	0.00427971	0.0168378	0.229095	0.0876731	0.0192373	0.024481	0.0233255	0.0128056	0.148179	0.0137469	0.247856	0.0514323	0.158844	0.0345651	0.051269	0.0239568	0.228191	0.0201888	0.149945	0.0352938	0.0291925	0.0289138	0.0457126	0.00671158	0.206794	0.204008	0.0993329	0.000910565	2.45718e-07	0.739569	0.25952	0.0993329	0.0993329	0.238658	0.602636	1.05522	2.10349	2.47282
8400	-333.827	-356.807	22.98	1.94365	8.999	0.0769254	0.0400986	0.0787432	0.0465928	0.0336021	0.0146382	0.00726152	0.00942673	0.0165215	0.410758	0.172202	0.040126	0.00242808	0.00635154	0.034314	0.131694	0.00345304	0.140775	0.0398579	0.12772	0.0203651	0.155619	0.0356418	0.370692	0.00786706	0.164206	0.115886	0.0181438	0.0251526	0.162652	0.00960507	0.234402	0.288196	0.178583	0.000270686	1.57448e-07	0.253299	0.74643	0.178583	0.178583	0.286454	0.648885	1.06851	1.99615	3.04192
8410	-337.582	-360.972	23.3901	2.47189	9.32311	0.0411052	0.0212963	0.0529714	0.0282799	0.0315453	0.0201929	0.0281401	0.00700612	0.011598	0.338702	0.11017	0.0600351	0.00279861	0.00784022	0.0899411	0.136529	0.00822102	0.268444	0.0821243	0.066685	0.00673407	0.0711058	0.0195204	0.334891	0.00353241	0.185933	0.0876592	0.0175295	0.0509715	0.0955785	0.0292593	0.221831	0.340485	0.170792	0.000318196	1.72445e-07	0.375312	0.624369	0.170792	0.170792	0.343775	0.697344	1.0783	1.88058	2.87866
8420	-351.078	-362.174	11.0957	1.16381	9.94382	0.0176481	0.0419402	0.0558357	0.035577	0.0849894	0.00669242	0.00949395	0.00977095	0.0177646	0.288013	0.144495	0.0340978	0.00276811	0.0161589	0.162136	0.189167	0.00338934	0.602243	0.150261	0.0858122	0.00995266	0.117879	0.00843459	0.289399	0.000969827	0.363553	0.0916484	0.0844116	0.206667	0.0636025	0.0208481	0.153705	0.35563	0.413774	0.000146431	3.23271e-07	0.570977	0.428876	0.413774	0.413774	0.168433	0.521001	1.02261	2.28796	3.72495
8430	-329.705	-351.042	21.3367	1.02942	13.1672	0.0152487	0.0618317	0.0370286	0.0529911	0.102493	0.00473438	0.0174623	0.00626389	0.0124587	0.277332	0.167431	0.0220657	0.0158472	0.015109	0.0882578	0.151935	0.00677259	0.544973	0.0529293	0.0732147	0.0310488	0.115144	0.00387615	0.249089	0.00672542	0.15634	0.0475844	0.24414	0.11781	0.0302551	0.0402071	0.164545	0.0975188	0.212789	8.00072e-05	1.5638e-07	0.290185	0.709735	0.212789	0.212789	0.142786	0.485419	1.00471	2.36709	3.03066
